Distance (ft),Side facing RX,Date,Time,Frequency (MHz),Signal Strength (dBm)
8,back,2018-07-22,17:07:09.164575,2462,-45
8,back,2018-07-22,17:07:09.164657,2462,-45
8,back,2018-07-22,17:07:09.164719,2462,-45
8,back,2018-07-22,17:07:09.164762,2462,-45
8,back,2018-07-22,17:07:09.164800,2462,-45
8,back,2018-07-22,17:07:09.164843,2462,-45
8,back,2018-07-22,17:07:09.164869,2462,-45
8,back,2018-07-22,17:07:09.165553,2462,-47
8,back,2018-07-22,17:07:09.165602,2462,-47
8,back,2018-07-22,17:07:09.165629,2462,-47
8,back,2018-07-22,17:07:09.165672,2462,-47
8,back,2018-07-22,17:07:09.165752,2462,-47
8,back,2018-07-22,17:07:09.165800,2462,-47
8,back,2018-07-22,17:07:09.165859,2462,-47
8,back,2018-07-22,17:07:09.165910,2462,-47
8,back,2018-07-22,17:07:09.165933,2462,-47
8,back,2018-07-22,17:07:09.165994,2462,-47
8,back,2018-07-22,17:07:09.166019,2462,-47
8,back,2018-07-22,17:07:09.270210,2462,-47
8,back,2018-07-22,17:07:09.283509,2462,-47
8,back,2018-07-22,17:07:09.283881,2462,-47
8,back,2018-07-22,17:07:09.290961,2462,-47
8,Rside,2018-07-22,17:07:26.446340,2462,-45
8,Rside,2018-07-22,17:07:26.545391,2462,-45
8,Rside,2018-07-22,17:07:27.376095,2462,-45
8,Rside,2018-07-22,17:07:27.376612,2462,-45
8,Rside,2018-07-22,17:07:27.523181,2462,-43
8,Rside,2018-07-22,17:07:27.539179,2462,-43
8,Rside,2018-07-22,17:07:28.494523,2462,-45
8,Rside,2018-07-22,17:07:29.524659,2462,-45
8,Rside,2018-07-22,17:07:29.532447,2462,-45
8,Rside,2018-07-22,17:07:29.532469,2462,-45
8,Rside,2018-07-22,17:07:29.536218,2462,-45
8,Rside,2018-07-22,17:07:29.579583,2462,-45
8,Rside,2018-07-22,17:07:29.579605,2462,-45
8,Rside,2018-07-22,17:07:29.580416,2462,-45
8,Rside,2018-07-22,17:07:29.580438,2462,-45
8,Rside,2018-07-22,17:07:29.591422,2462,-45
8,Rside,2018-07-22,17:07:29.591456,2462,-45
8,Rside,2018-07-22,17:07:29.591478,2462,-45
8,Rside,2018-07-22,17:07:29.591499,2462,-45
8,Rside,2018-07-22,17:07:29.620042,2462,-45
8,Rside,2018-07-22,17:07:29.620071,2462,-45
8,Rside,2018-07-22,17:07:29.620091,2462,-45
8,Rside,2018-07-22,17:07:29.620114,2462,-45
8,Rside,2018-07-22,17:07:29.620135,2462,-45
8,Rside,2018-07-22,17:07:29.625555,2462,-45
8,Rside,2018-07-22,17:07:29.629391,2462,-45
8,Rside,2018-07-22,17:07:29.634860,2462,-45
8,Rside,2018-07-22,17:07:29.664987,2462,-45
8,Rside,2018-07-22,17:07:29.665823,2462,-45
8,Rside,2018-07-22,17:07:30.180080,2462,-45
8,Rside,2018-07-22,17:07:30.382559,2462,-45
8,Rside,2018-07-22,17:07:30.476571,2462,-45
8,Rside,2018-07-22,17:07:30.765767,2462,-45
8,Rside,2018-07-22,17:07:32.683117,2462,-45
8,Rside,2018-07-22,17:07:32.683141,2462,-45
8,Rside,2018-07-22,17:07:32.785900,2462,-45
8,Rside,2018-07-22,17:07:32.790616,2462,-45
8,Rside,2018-07-22,17:07:34.132841,2462,-45
8,Rside,2018-07-22,17:07:34.140362,2462,-45
8,Rside,2018-07-22,17:07:34.187710,2462,-45
8,Rside,2018-07-22,17:07:34.187734,2462,-45
8,Rside,2018-07-22,17:07:34.187754,2462,-45
8,Rside,2018-07-22,17:07:34.187776,2462,-45
8,Rside,2018-07-22,17:07:34.187796,2462,-45
8,Rside,2018-07-22,17:07:34.187815,2462,-45
8,Rside,2018-07-22,17:07:34.187835,2462,-45
8,Rside,2018-07-22,17:07:34.187854,2462,-45
8,Rside,2018-07-22,17:07:34.188983,2462,-45
8,Rside,2018-07-22,17:07:34.189006,2462,-45
8,Rside,2018-07-22,17:07:34.189027,2462,-45
8,Rside,2018-07-22,17:07:34.189048,2462,-45
8,Rside,2018-07-22,17:07:34.189067,2462,-45
8,Rside,2018-07-22,17:07:34.189086,2462,-45
8,Rside,2018-07-22,17:07:34.189107,2462,-45
8,Rside,2018-07-22,17:07:34.189127,2462,-45
8,Rside,2018-07-22,17:07:34.197887,2462,-45
8,Rside,2018-07-22,17:07:34.197910,2462,-45
8,Rside,2018-07-22,17:07:34.197933,2462,-45
8,Rside,2018-07-22,17:07:34.197953,2462,-45
8,Rside,2018-07-22,17:07:34.197974,2462,-45
8,Rside,2018-07-22,17:07:34.198026,2462,-45
8,Rside,2018-07-22,17:07:34.198048,2462,-45
8,Rside,2018-07-22,17:07:34.198069,2462,-45
8,Rside,2018-07-22,17:07:34.198088,2462,-45
8,Rside,2018-07-22,17:07:34.198107,2462,-45
8,Rside,2018-07-22,17:07:34.203966,2462,-45
8,Rside,2018-07-22,17:07:34.211935,2462,-45
8,Rside,2018-07-22,17:07:34.224676,2462,-45
8,Rside,2018-07-22,17:07:34.229046,2462,-45
8,Rside,2018-07-22,17:07:34.229439,2462,-45
8,Rside,2018-07-22,17:07:34.234925,2462,-45
8,Rside,2018-07-22,17:07:34.236966,2462,-45
8,Rside,2018-07-22,17:07:34.241831,2462,-45
8,Rside,2018-07-22,17:07:34.245252,2462,-45
8,Lside,2018-07-22,17:07:52.559425,2462,-47
8,Lside,2018-07-22,17:07:52.574971,2462,-47
8,Lside,2018-07-22,17:07:52.665717,2462,-45
8,Lside,2018-07-22,17:07:52.666840,2462,-47
8,Lside,2018-07-22,17:07:52.666863,2462,-47
8,Lside,2018-07-22,17:07:52.667046,2462,-45
8,Lside,2018-07-22,17:07:52.667410,2462,-45
8,Lside,2018-07-22,17:07:52.668055,2462,-45
8,Lside,2018-07-22,17:07:52.670339,2462,-45
8,Lside,2018-07-22,17:07:52.673867,2462,-45
8,Lside,2018-07-22,17:07:52.676675,2462,-45
8,Lside,2018-07-22,17:07:54.202796,2462,-47
8,Lside,2018-07-22,17:07:54.203152,2462,-47
8,Lside,2018-07-22,17:07:54.207010,2462,-47
8,Lside,2018-07-22,17:07:54.211078,2462,-47
8,Lside,2018-07-22,17:07:54.230146,2462,-47
8,Lside,2018-07-22,17:07:54.230171,2462,-47
8,Lside,2018-07-22,17:07:54.230192,2462,-47
8,Lside,2018-07-22,17:07:54.240363,2462,-47
8,Lside,2018-07-22,17:07:54.240387,2462,-47
8,Lside,2018-07-22,17:07:54.240407,2462,-47
8,Lside,2018-07-22,17:07:54.240427,2462,-47
8,Lside,2018-07-22,17:07:54.240447,2462,-47
8,Lside,2018-07-22,17:07:54.251431,2462,-47
8,Lside,2018-07-22,17:07:54.251453,2462,-47
8,Lside,2018-07-22,17:07:54.259426,2462,-47
8,Lside,2018-07-22,17:07:54.259450,2462,-47
8,Lside,2018-07-22,17:07:54.260503,2462,-47
8,Lside,2018-07-22,17:07:54.260525,2462,-47
8,Lside,2018-07-22,17:07:54.261242,2462,-47
8,Lside,2018-07-22,17:07:54.275321,2462,-47
8,Lside,2018-07-22,17:07:54.296786,2462,-47
8,Lside,2018-07-22,17:07:54.296811,2462,-47
8,Lside,2018-07-22,17:07:54.297407,2462,-47
8,Lside,2018-07-22,17:07:54.300839,2462,-47
8,Lside,2018-07-22,17:07:54.305921,2462,-47
8,Lside,2018-07-22,17:07:54.319460,2462,-47
8,Lside,2018-07-22,17:07:54.342625,2462,-47
8,Lside,2018-07-22,17:07:54.363324,2462,-47
8,Lside,2018-07-22,17:07:54.364799,2462,-47
8,Lside,2018-07-22,17:07:54.639179,2462,-47
8,Lside,2018-07-22,17:07:56.450502,2462,-45
8,Lside,2018-07-22,17:07:57.480995,2462,-45
8,Lside,2018-07-22,17:07:57.484415,2462,-45
8,Lside,2018-07-22,17:07:57.549011,2462,-45
8,Lside,2018-07-22,17:07:57.549796,2462,-45
8,Lside,2018-07-22,17:07:57.630941,2462,-45
8,Lside,2018-07-22,17:07:58.497853,2462,-45
8,Lside,2018-07-22,17:07:58.585417,2462,-45
8,Lside,2018-07-22,17:07:58.611841,2462,-45
8,Lside,2018-07-22,17:07:59.580557,2462,-43
8,Lside,2018-07-22,17:07:59.589928,2462,-45
9,screen,2018-07-22,17:08:35.698427,2462,-43
9,screen,2018-07-22,17:08:35.703358,2462,-43
9,screen,2018-07-22,17:08:35.785816,2462,-43
9,screen,2018-07-22,17:08:36.594518,2462,-41
9,screen,2018-07-22,17:08:36.595554,2462,-43
9,screen,2018-07-22,17:08:36.652839,2462,-43
9,screen,2018-07-22,17:08:36.653551,2462,-41
9,screen,2018-07-22,17:08:36.653764,2462,-41
9,screen,2018-07-22,17:08:36.655259,2462,-41
9,screen,2018-07-22,17:08:36.662052,2462,-43
9,screen,2018-07-22,17:08:38.976913,2462,-45
9,screen,2018-07-22,17:08:38.977714,2462,-45
9,screen,2018-07-22,17:08:38.992131,2462,-43
9,screen,2018-07-22,17:08:38.997120,2462,-41
9,screen,2018-07-22,17:08:39.002472,2462,-43
9,screen,2018-07-22,17:08:39.011969,2462,-41
9,screen,2018-07-22,17:08:39.017062,2462,-43
9,screen,2018-07-22,17:08:39.087191,2462,-41
9,screen,2018-07-22,17:08:39.092725,2462,-43
9,screen,2018-07-22,17:08:39.092783,2462,-43
9,screen,2018-07-22,17:08:39.092832,2462,-43
9,screen,2018-07-22,17:08:39.092882,2462,-43
9,screen,2018-07-22,17:08:39.092904,2462,-43
9,screen,2018-07-22,17:08:39.100369,2462,-43
9,screen,2018-07-22,17:08:39.103954,2462,-43
9,screen,2018-07-22,17:08:39.107622,2462,-43
9,screen,2018-07-22,17:08:39.111851,2462,-43
9,screen,2018-07-22,17:08:39.117586,2462,-41
9,screen,2018-07-22,17:08:39.118111,2462,-43
9,screen,2018-07-22,17:08:39.121753,2462,-43
9,screen,2018-07-22,17:08:39.128758,2462,-41
9,screen,2018-07-22,17:08:39.141363,2462,-41
9,screen,2018-07-22,17:08:39.151012,2462,-41
9,screen,2018-07-22,17:08:39.154695,2462,-43
9,screen,2018-07-22,17:08:39.159957,2462,-41
9,screen,2018-07-22,17:08:39.164812,2462,-43
9,screen,2018-07-22,17:08:39.167989,2462,-43
9,screen,2018-07-22,17:08:39.172563,2462,-41
9,screen,2018-07-22,17:08:39.182936,2462,-43
9,screen,2018-07-22,17:08:39.187651,2462,-45
9,screen,2018-07-22,17:08:39.192558,2462,-45
9,screen,2018-07-22,17:08:39.197219,2462,-45
9,screen,2018-07-22,17:08:39.202283,2462,-43
9,screen,2018-07-22,17:08:39.206994,2462,-45
9,screen,2018-07-22,17:08:39.211235,2462,-45
9,screen,2018-07-22,17:08:39.221611,2462,-45
9,screen,2018-07-22,17:08:39.225493,2462,-45
9,screen,2018-07-22,17:08:39.230521,2462,-45
9,screen,2018-07-22,17:08:39.241479,2462,-45
9,screen,2018-07-22,17:08:39.244477,2462,-45
9,screen,2018-07-22,17:08:39.249228,2462,-43
9,screen,2018-07-22,17:08:39.253496,2462,-45
9,screen,2018-07-22,17:08:39.260641,2462,-43
9,screen,2018-07-22,17:08:39.310512,2462,-43
9,screen,2018-07-22,17:08:40.472453,2462,-45
9,screen,2018-07-22,17:08:40.774445,2462,-45
9,screen,2018-07-22,17:08:40.910938,2462,-45
9,screen,2018-07-22,17:08:41.031109,2462,-45
9,screen,2018-07-22,17:08:41.050697,2462,-45
9,screen,2018-07-22,17:08:42.288578,2462,-45
9,screen,2018-07-22,17:08:42.383047,2462,-45
9,Lside,2018-07-22,17:08:57.741371,2462,-59
9,Lside,2018-07-22,17:08:57.760141,2462,-59
9,Lside,2018-07-22,17:08:57.761124,2462,-57
9,Lside,2018-07-22,17:08:57.820571,2462,-59
9,Lside,2018-07-22,17:08:57.850768,2462,-59
9,Lside,2018-07-22,17:08:58.505128,2462,-59
9,Lside,2018-07-22,17:08:58.526220,2462,-59
9,Lside,2018-07-22,17:08:58.752788,2462,-59
9,Lside,2018-07-22,17:08:58.753428,2462,-59
9,Lside,2018-07-22,17:08:58.759634,2462,-59
9,Lside,2018-07-22,17:08:58.769557,2462,-61
9,Lside,2018-07-22,17:08:58.770717,2462,-59
9,Lside,2018-07-22,17:08:58.771724,2462,-59
9,Lside,2018-07-22,17:08:58.772490,2462,-59
9,Lside,2018-07-22,17:08:58.775853,2462,-61
9,Lside,2018-07-22,17:08:58.775875,2462,-61
9,Lside,2018-07-22,17:08:58.779653,2462,-59
9,Lside,2018-07-22,17:08:58.782875,2462,-61
9,Lside,2018-07-22,17:08:58.822567,2462,-59
9,Lside,2018-07-22,17:08:58.822621,2462,-59
9,Lside,2018-07-22,17:08:58.822668,2462,-59
9,Lside,2018-07-22,17:08:58.822723,2462,-59
9,Lside,2018-07-22,17:08:58.822745,2462,-59
9,Lside,2018-07-22,17:08:58.828160,2462,-59
9,Lside,2018-07-22,17:08:58.853759,2462,-59
9,Lside,2018-07-22,17:08:58.853781,2462,-59
9,Lside,2018-07-22,17:08:58.853829,2462,-59
9,Lside,2018-07-22,17:08:58.853882,2462,-59
9,Lside,2018-07-22,17:08:58.853905,2462,-59
9,Lside,2018-07-22,17:08:58.856929,2462,-59
9,Lside,2018-07-22,17:08:58.862148,2462,-59
9,Lside,2018-07-22,17:08:58.866000,2462,-59
9,Lside,2018-07-22,17:08:58.868595,2462,-59
9,Lside,2018-07-22,17:08:58.871308,2462,-59
9,Lside,2018-07-22,17:08:58.878187,2462,-59
9,Lside,2018-07-22,17:08:58.882683,2462,-59
9,Lside,2018-07-22,17:08:58.886070,2462,-59
9,Lside,2018-07-22,17:08:58.887997,2462,-59
9,Lside,2018-07-22,17:08:59.634483,2462,-57
9,Lside,2018-07-22,17:09:00.188560,2462,-57
9,Lside,2018-07-22,17:09:00.394187,2462,-59
9,Lside,2018-07-22,17:09:00.476232,2462,-59
9,Lside,2018-07-22,17:09:00.739914,2462,-57
9,Lside,2018-07-22,17:09:00.774514,2462,-59
9,Lside,2018-07-22,17:09:00.777149,2462,-59
9,Lside,2018-07-22,17:09:00.777510,2462,-57
9,Lside,2018-07-22,17:09:00.786817,2462,-59
9,Lside,2018-07-22,17:09:00.787198,2462,-59
9,Lside,2018-07-22,17:09:00.787925,2462,-59
9,Lside,2018-07-22,17:09:00.791547,2462,-59
9,Lside,2018-07-22,17:09:00.793826,2462,-57
9,Lside,2018-07-22,17:09:00.795368,2462,-57
9,Lside,2018-07-22,17:09:00.805510,2462,-59
9,Lside,2018-07-22,17:09:00.806104,2462,-59
9,Lside,2018-07-22,17:09:00.806182,2462,-59
9,Lside,2018-07-22,17:09:00.806354,2462,-59
9,Lside,2018-07-22,17:09:00.806515,2462,-59
9,Lside,2018-07-22,17:09:00.827087,2462,-57
9,Lside,2018-07-22,17:09:00.834206,2462,-57
9,Lside,2018-07-22,17:09:00.873066,2462,-59
9,Lside,2018-07-22,17:09:00.889095,2462,-59
9,Lside,2018-07-22,17:09:00.889143,2462,-59
9,Lside,2018-07-22,17:09:00.889191,2462,-59
9,Lside,2018-07-22,17:09:00.889212,2462,-59
9,Rside,2018-07-22,17:09:12.682501,2462,-45
9,Rside,2018-07-22,17:09:12.682553,2462,-45
9,Rside,2018-07-22,17:09:12.831717,2462,-45
9,Rside,2018-07-22,17:09:12.832583,2462,-45
9,Rside,2018-07-22,17:09:12.905831,2462,-45
9,Rside,2018-07-22,17:09:14.479120,2462,-45
9,Rside,2018-07-22,17:09:14.601177,2462,-45
9,Rside,2018-07-22,17:09:14.917667,2462,-45
9,Rside,2018-07-22,17:09:14.921886,2462,-45
9,Rside,2018-07-22,17:09:14.922333,2462,-45
9,Rside,2018-07-22,17:09:14.937690,2462,-45
9,Rside,2018-07-22,17:09:14.937713,2462,-45
9,Rside,2018-07-22,17:09:14.939875,2462,-45
9,Rside,2018-07-22,17:09:14.945283,2462,-45
9,Rside,2018-07-22,17:09:14.960268,2462,-45
9,Rside,2018-07-22,17:09:14.966062,2462,-45
9,Rside,2018-07-22,17:09:14.983887,2462,-45
9,Rside,2018-07-22,17:09:14.983909,2462,-45
9,Rside,2018-07-22,17:09:14.988119,2462,-45
9,Rside,2018-07-22,17:09:15.009141,2462,-45
9,Rside,2018-07-22,17:09:15.030520,2462,-45
9,Rside,2018-07-22,17:09:15.049132,2462,-45
9,Rside,2018-07-22,17:09:15.053470,2462,-45
9,Rside,2018-07-22,17:09:15.054841,2462,-45
9,Rside,2018-07-22,17:09:15.054865,2462,-45
9,Rside,2018-07-22,17:09:15.068744,2462,-45
9,Rside,2018-07-22,17:09:15.090012,2462,-45
9,Rside,2018-07-22,17:09:15.101539,2462,-45
9,Rside,2018-07-22,17:09:15.112869,2462,-45
9,Rside,2018-07-22,17:09:16.424785,2462,-45
9,Rside,2018-07-22,17:09:16.637986,2462,-45
9,Rside,2018-07-22,17:09:18.473208,2462,-45
9,Rside,2018-07-22,17:09:18.580890,2462,-45
9,Rside,2018-07-22,17:09:18.682108,2462,-45
9,Rside,2018-07-22,17:09:18.693668,2462,-45
9,Rside,2018-07-22,17:09:18.709355,2462,-45
9,Rside,2018-07-22,17:09:18.709378,2462,-45
9,Rside,2018-07-22,17:09:18.713565,2462,-45
9,Rside,2018-07-22,17:09:18.723208,2462,-47
9,Rside,2018-07-22,17:09:18.727250,2462,-47
9,Rside,2018-07-22,17:09:18.729679,2462,-47
9,Rside,2018-07-22,17:09:18.734147,2462,-47
9,Rside,2018-07-22,17:09:18.737712,2462,-47
9,back,2018-07-22,17:09:34.349836,2462,-45
9,back,2018-07-22,17:09:34.383025,2462,-45
9,back,2018-07-22,17:09:34.386933,2462,-45
9,back,2018-07-22,17:09:34.399241,2462,-45
9,back,2018-07-22,17:09:34.399266,2462,-45
9,back,2018-07-22,17:09:34.422602,2462,-47
9,back,2018-07-22,17:09:34.422630,2462,-47
9,back,2018-07-22,17:09:34.422655,2462,-47
9,back,2018-07-22,17:09:34.422679,2462,-47
9,back,2018-07-22,17:09:34.422701,2462,-47
9,back,2018-07-22,17:09:34.422720,2462,-47
9,back,2018-07-22,17:09:34.517277,2462,-47
9,back,2018-07-22,17:09:34.517304,2462,-47
9,back,2018-07-22,17:09:34.517329,2462,-47
9,back,2018-07-22,17:09:34.517353,2462,-47
9,back,2018-07-22,17:09:34.517380,2462,-47
9,back,2018-07-22,17:09:34.517402,2462,-47
9,back,2018-07-22,17:09:34.517426,2462,-47
9,back,2018-07-22,17:09:34.517450,2462,-47
9,back,2018-07-22,17:09:34.517474,2462,-47
9,back,2018-07-22,17:09:34.517504,2462,-47
9,back,2018-07-22,17:09:34.517524,2462,-47
9,back,2018-07-22,17:09:34.517543,2462,-47
9,back,2018-07-22,17:09:34.517578,2462,-47
9,back,2018-07-22,17:09:34.517624,2462,-47
9,back,2018-07-22,17:09:34.517677,2462,-47
9,back,2018-07-22,17:09:34.517703,2462,-47
9,back,2018-07-22,17:09:34.517728,2462,-47
9,back,2018-07-22,17:09:34.517755,2462,-47
9,back,2018-07-22,17:09:34.517777,2462,-47
9,back,2018-07-22,17:09:34.517800,2462,-47
9,back,2018-07-22,17:09:34.517825,2462,-47
9,back,2018-07-22,17:09:34.517849,2462,-47
9,back,2018-07-22,17:09:34.517870,2462,-47
9,back,2018-07-22,17:09:34.517888,2462,-47
9,back,2018-07-22,17:09:34.558914,2462,-47
9,back,2018-07-22,17:09:34.558942,2462,-47
9,back,2018-07-22,17:09:34.558967,2462,-47
9,back,2018-07-22,17:09:34.558991,2462,-47
9,back,2018-07-22,17:09:34.559016,2462,-47
9,back,2018-07-22,17:09:34.559040,2462,-47
9,back,2018-07-22,17:09:34.559067,2462,-47
9,back,2018-07-22,17:09:34.559091,2462,-47
9,back,2018-07-22,17:09:34.559114,2462,-47
9,back,2018-07-22,17:09:34.559135,2462,-47
9,back,2018-07-22,17:09:34.559159,2462,-47
9,back,2018-07-22,17:09:34.559189,2462,-47
9,back,2018-07-22,17:09:34.559214,2462,-47
9,back,2018-07-22,17:09:34.559236,2462,-47
9,back,2018-07-22,17:09:34.559258,2462,-47
9,back,2018-07-22,17:09:34.559279,2462,-47
9,back,2018-07-22,17:09:34.559301,2462,-47
9,back,2018-07-22,17:09:34.559322,2462,-47
9,back,2018-07-22,17:09:34.559345,2462,-47
9,back,2018-07-22,17:09:34.559367,2462,-47
9,back,2018-07-22,17:09:34.559537,2462,-47
9,back,2018-07-22,17:09:34.559560,2462,-47
9,back,2018-07-22,17:09:34.559581,2462,-47
9,back,2018-07-22,17:09:34.559637,2462,-47
9,back,2018-07-22,17:09:34.559659,2462,-47
9,back,2018-07-22,17:09:34.563245,2462,-45
9,back,2018-07-22,17:09:34.566748,2462,-47
9,back,2018-07-22,17:09:34.566779,2462,-47
9,back,2018-07-22,17:09:34.566804,2462,-47
9,back,2018-07-22,17:09:34.566828,2462,-47
9,back,2018-07-22,17:09:34.566853,2462,-47
9,back,2018-07-22,17:09:34.566880,2462,-47
9,back,2018-07-22,17:09:34.566903,2462,-47
9,back,2018-07-22,17:09:34.566929,2462,-47
9,back,2018-07-22,17:09:34.566955,2462,-47
9,back,2018-07-22,17:09:34.566979,2462,-47
9,back,2018-07-22,17:09:34.567005,2462,-47
9,back,2018-07-22,17:09:34.567029,2462,-47
9,back,2018-07-22,17:09:34.567049,2462,-47
9,back,2018-07-22,17:09:34.567068,2462,-47
9,back,2018-07-22,17:09:34.570529,2462,-45
9,back,2018-07-22,17:09:34.586155,2462,-45
9,back,2018-07-22,17:09:34.586484,2462,-47
9,back,2018-07-22,17:09:34.586541,2462,-47
9,back,2018-07-22,17:09:34.586567,2462,-47
9,back,2018-07-22,17:09:34.586591,2462,-47
9,back,2018-07-22,17:09:34.586615,2462,-47
9,back,2018-07-22,17:09:34.586638,2462,-47
9,back,2018-07-22,17:09:34.586664,2462,-47
9,back,2018-07-22,17:09:34.586685,2462,-47
9,back,2018-07-22,17:09:34.586705,2462,-47
9,back,2018-07-22,17:09:34.586733,2462,-47
9,back,2018-07-22,17:09:34.589359,2462,-45
9,back,2018-07-22,17:09:34.589390,2462,-45
9,back,2018-07-22,17:09:34.589412,2462,-45
9,back,2018-07-22,17:09:34.589435,2462,-45
9,back,2018-07-22,17:09:34.589619,2462,-47
9,back,2018-07-22,17:09:34.589643,2462,-47
9,back,2018-07-22,17:09:34.592361,2462,-45
9,back,2018-07-22,17:09:34.592385,2462,-45
9,back,2018-07-22,17:09:34.593128,2462,-47
9,back,2018-07-22,17:09:34.593276,2462,-47
9,back,2018-07-22,17:09:34.593787,2462,-45
9,back,2018-07-22,17:09:36.599033,2462,-47
9,back,2018-07-22,17:09:36.664515,2462,-47
9,back,2018-07-22,17:09:39.091501,2462,-45
9,back,2018-07-22,17:09:39.101318,2462,-47
9,back,2018-07-22,17:09:39.110154,2462,-47
9,back,2018-07-22,17:09:39.112664,2462,-47
9,back,2018-07-22,17:09:39.117761,2462,-47
9,back,2018-07-22,17:09:39.119240,2462,-47
9,back,2018-07-22,17:09:39.125807,2462,-47
9,back,2018-07-22,17:09:39.130742,2462,-47
9,back,2018-07-22,17:09:39.158297,2462,-47
9,back,2018-07-22,17:09:39.168994,2462,-47
9,back,2018-07-22,17:09:39.169016,2462,-47
9,back,2018-07-22,17:09:39.171423,2462,-47
9,back,2018-07-22,17:09:39.177864,2462,-47
9,back,2018-07-22,17:09:39.180368,2462,-47
9,back,2018-07-22,17:09:39.185925,2462,-47
9,back,2018-07-22,17:09:39.185948,2462,-47
9,back,2018-07-22,17:09:39.207261,2462,-47
9,back,2018-07-22,17:09:39.207299,2462,-47
9,back,2018-07-22,17:09:39.207321,2462,-47
9,back,2018-07-22,17:09:39.214403,2462,-47
9,back,2018-07-22,17:09:39.214425,2462,-47
9,back,2018-07-22,17:09:39.214451,2462,-47
9,back,2018-07-22,17:09:39.219366,2462,-47
9,back,2018-07-22,17:09:39.219776,2462,-47
9,back,2018-07-22,17:09:39.227824,2462,-47
9,back,2018-07-22,17:09:39.227846,2462,-47
9,back,2018-07-22,17:09:39.234502,2462,-45
9,back,2018-07-22,17:09:39.234550,2462,-45
9,back,2018-07-22,17:09:39.234576,2462,-45
9,back,2018-07-22,17:09:39.234811,2462,-47
9,back,2018-07-22,17:09:39.246261,2462,-47
9,back,2018-07-22,17:09:39.246284,2462,-47
9,back,2018-07-22,17:09:39.253210,2462,-45
9,back,2018-07-22,17:09:39.258486,2462,-45
9,back,2018-07-22,17:09:39.261930,2462,-45
9,back,2018-07-22,17:09:39.302922,2462,-45
9,back,2018-07-22,17:09:39.307324,2462,-45
9,back,2018-07-22,17:09:39.348819,2462,-45
9,back,2018-07-22,17:09:39.348862,2462,-45
9,back,2018-07-22,17:09:39.364078,2462,-45
9,back,2018-07-22,17:09:39.367064,2462,-45
9,back,2018-07-22,17:09:39.371591,2462,-45
9,back,2018-07-22,17:09:39.380604,2462,-45
9,back,2018-07-22,17:09:39.380655,2462,-45
9,back,2018-07-22,17:09:39.383085,2462,-45
9,back,2018-07-22,17:09:39.399093,2462,-45
9,back,2018-07-22,17:09:39.405359,2462,-47
9,back,2018-07-22,17:09:39.413784,2462,-47
9,back,2018-07-22,17:09:39.418534,2462,-47
9,back,2018-07-22,17:09:39.422929,2462,-47
9,back,2018-07-22,17:09:39.425988,2462,-47
9,back,2018-07-22,17:09:39.430453,2462,-47
9,back,2018-07-22,17:09:39.430482,2462,-47
9,back,2018-07-22,17:09:39.434915,2462,-47
9,back,2018-07-22,17:09:39.439335,2462,-47
9,back,2018-07-22,17:09:39.461095,2462,-47
9,back,2018-07-22,17:09:39.465313,2462,-47
9,back,2018-07-22,17:09:39.469918,2462,-47
9,back,2018-07-22,17:09:39.475336,2462,-47
9,back,2018-07-22,17:09:39.480157,2462,-47
9,back,2018-07-22,17:09:39.484905,2462,-47
9,back,2018-07-22,17:09:39.500196,2462,-47
9,back,2018-07-22,17:09:39.502595,2462,-47
9,back,2018-07-22,17:09:39.507177,2462,-45
9,back,2018-07-22,17:09:39.512655,2462,-47
9,back,2018-07-22,17:09:39.514030,2462,-47
9,back,2018-07-22,17:09:39.521547,2462,-47
9,back,2018-07-22,17:09:39.537243,2462,-47
9,back,2018-07-22,17:09:39.570359,2462,-47
9,back,2018-07-22,17:09:40.191161,2462,-47
9,back,2018-07-22,17:09:40.518465,2462,-45
9,back,2018-07-22,17:09:40.678788,2462,-47
9,back,2018-07-22,17:09:40.698119,2462,-47
9,back,2018-07-22,17:09:42.101755,2462,-47
9,back,2018-07-22,17:09:42.277780,2462,-47
9,back,2018-07-22,17:09:42.639738,2462,-47
9,back,2018-07-22,17:09:42.658719,2462,-45
9,back,2018-07-22,17:09:42.667925,2462,-47
9,back,2018-07-22,17:09:42.667964,2462,-47
9,back,2018-07-22,17:09:42.667988,2462,-47
9,back,2018-07-22,17:09:42.668912,2462,-45
9,back,2018-07-22,17:09:42.671878,2462,-47
9,back,2018-07-22,17:09:42.673498,2462,-47
9,back,2018-07-22,17:09:43.297536,2462,-45
9,back,2018-07-22,17:09:44.081046,2462,-45
9,back,2018-07-22,17:09:44.081184,2462,-47
9,back,2018-07-22,17:09:44.092670,2462,-47
9,back,2018-07-22,17:09:44.092703,2462,-47
9,back,2018-07-22,17:09:44.095163,2462,-47
9,back,2018-07-22,17:09:44.111544,2462,-47
9,back,2018-07-22,17:09:44.111576,2462,-47
9,back,2018-07-22,17:09:44.111597,2462,-47
9,back,2018-07-22,17:09:44.237679,2462,-45
9,back,2018-07-22,17:09:44.237730,2462,-45
9,back,2018-07-22,17:09:44.317054,2462,-45
9,back,2018-07-22,17:09:44.317103,2462,-45
9,back,2018-07-22,17:09:44.329287,2462,-45
9,back,2018-07-22,17:09:44.329326,2462,-45
9,back,2018-07-22,17:09:44.329348,2462,-45
9,back,2018-07-22,17:09:44.329381,2462,-45
